,player_id,Name,Season,Age,50th_max_velo,P/PA,Team,K%,BB%,Brls/BBE%,HardHit%,Spd,LD%,GB%,FB%,HR/FB%,IFH%,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,SwStr%,BsR,Pull%,Oppo%,LA,HR,SB,Cluster
116,672580,Maikel Garcia,2023,23,101.5,3.86,KCR,22.3,7.4,3.9,50.6,6.3,24.6,48.0,27.4,4.1,7.0,24.4,65.7,42.9,69.8,87.7,7.7,1.3,33.1,27.5,6.1,4,23,10
117,663697,Jonathan India,2023,26,99.7,4.17,CIN,20.6,9.8,7.7,38.4,5.0,21.6,38.9,39.5,12.2,8.8,22.2,59.6,38.6,62.7,87.8,7.8,2.6,42.9,26.1,15.3,17,14,1
118,683011,Anthony Volpe,2023,22,99.5,3.89,NYY,27.8,8.7,9.0,42.7,6.2,21.8,41.1,37.1,15.2,5.9,32.0,68.5,47.6,57.7,83.9,12.5,3.4,45.6,22.0,14.2,21,24,7
119,656941,Kyle Schwarber,2023,30,103.4,4.26,PHI,29.9,17.5,16.4,48.5,2.2,16.1,34.4,49.5,25.5,0.8,24.1,57.3,37.6,54.2,80.2,11.2,-4.5,53.9,14.8,19.0,47,0,8
120,664034,Ty France,2023,28,99.3,3.65,SEA,17.6,6.5,6.8,38.4,2.5,23.4,41.8,34.8,7.3,2.0,37.9,74.7,53.2,63.8,91.5,10.7,-4.3,42.9,20.4,13.7,12,1,7
121,502671,Paul Goldschmidt,2023,35,102.4,4.14,STL,23.4,12.7,11.9,50.7,3.6,21.6,41.1,37.2,15.4,7.3,29.1,63.8,43.9,68.2,79.8,10.8,0.1,33.1,31.7,12.8,25,11,6
122,605141,Mookie Betts,2023,30,100.9,3.91,LAD,15.4,13.9,12.5,48.1,4.7,23.7,27.8,48.5,16.7,6.7,20.0,63.0,38.1,64.3,93.9,5.8,0.7,46.3,18.3,20.6,39,14,1
123,607043,Brandon Nimmo,2023,30,101.5,4.17,NYM,21.4,10.9,9.5,47.7,4.0,19.8,41.0,39.2,13.6,6.5,24.0,64.5,42.3,64.8,88.1,8.1,-3.4,34.2,31.9,12.2,24,3,6
124,663886,Tyler Stephenson,2023,26,100.0,3.97,CIN,26.1,9.1,7.6,43.2,2.7,22.7,48.6,28.7,13.7,6.8,27.5,63.3,42.6,56.4,85.0,10.9,-2.3,39.9,27.2,8.9,13,0,7
125,661388,William Contreras,2023,25,103.2,3.96,MIL,20.6,10.3,9.4,48.4,4.0,16.1,55.0,28.8,14.2,8.7,27.9,64.1,43.2,61.9,81.6,11.1,-1.6,34.3,26.6,4.7,17,6,7
126,650490,Yandy Díaz,2023,31,104.3,3.93,TBR,15.7,10.8,9.5,54.0,1.8,19.4,52.0,28.6,17.7,8.0,22.8,68.5,42.6,68.1,90.1,7.0,-4.4,31.4,27.5,5.7,22,0,6
127,595777,Jurickson Profar,2023,30,97.2,4.04,- - -,17.3,9.6,4.0,31.7,2.9,22.7,40.1,37.2,6.5,2.0,27.7,72.4,47.1,66.4,89.7,8.5,-2.5,44.7,21.7,14.8,9,1,10
128,673490,Ha-Seong Kim,2023,27,96.6,4.36,SDP,19.8,12.0,4.3,26.2,5.1,20.6,40.5,38.8,10.5,10.7,23.0,57.2,38.5,76.3,88.2,6.0,4.2,45.1,20.8,13.6,17,38,1
129,683002,Gunnar Henderson,2023,22,102.7,3.87,BAL,25.6,9.0,11.4,51.7,6.9,19.1,45.0,35.9,19.3,4.4,29.0,69.5,46.8,62.4,82.7,11.4,5.8,39.9,25.0,11.4,28,10,7
130,650402,Gleyber Torres,2023,26,99.6,3.94,NYY,14.6,10.0,7.9,40.3,4.3,21.1,39.2,39.6,12.6,6.6,29.5,71.1,46.7,68.7,87.8,9.0,-1.3,36.6,25.1,15.1,25,13,6
131,650559,Bryan De La Cruz,2023,26,100.3,3.94,MIA,22.7,6.4,8.8,42.4,2.5,23.3,41.0,35.7,12.0,6.6,35.8,72.0,50.0,63.6,80.5,13.4,-3.7,38.2,25.6,11.8,19,4,7
132,668715,Spencer Steer,2023,25,99.2,4.04,CIN,20.9,10.2,6.7,37.1,4.7,19.5,37.6,43.0,12.0,7.1,27.7,65.1,43.8,65.9,85.3,9.5,-0.5,43.6,24.2,15.3,23,15,6
133,673548,Seiya Suzuki,2023,28,102.2,4.19,CHC,22.3,10.1,10.5,48.0,4.5,22.4,43.1,34.4,14.8,11.2,23.5,62.4,40.9,68.6,86.5,7.9,-2.0,39.8,22.5,10.8,20,6,6
